OBJECT_TYPE, DATABASE_NAME,SCHEMA_NAME,OBJECT_NAME,RELATIVE_PATH,EXTENSION,TECHNOLOGY,STATUS,ISBINARY,CONTENT_TYPE,CONTENT_LINES,COMMENT_LINES,BLANK_LINES,SIZE,MANUAL_EFFORT,AUTOMATIC_EFFORT,PRIORITY,ID,CONVERSION_SCOPE,CONVERSION_STATUS,CONVERSION_DATE,ASSIGNED_TO,TESTING_STATUS,TESTING_DATE,RETESTING_DATE,DELIVERY_DATE,NOTES,ERROR_TYPE,ERROR_MESSAGE,DUPLICATES
unknown,,Teradata,script,/tmp/Repo-779efd05-690b-4ae9-9196-1e994b948dc8/Sources_Processed,sql,SQL,OK,FALSE,Code,0,,,,,,,unknown.Teradata.script,Needed,Open,,,Open,,,,,,,0
